Date,Open,High,Low,Close,Adj. Close,Change,Volume
22-May-24,215.27,215.93,213.87,215.14,214.02,0.22%,"5,891,457"
21-May-24,213.49,215.01,213.11,214.66,213.55,0.16%,"3,070,241"
20-May-24,212.03,214.71,211.84,214.31,213.2,1.18%,"3,138,634"
17-May-24,212.78,212.91,210.66,211.82,210.72,-0.22%,"3,808,017"
16-May-24,213.16,213.82,212.2,212.29,211.19,-0.35%,"6,033,253"
15-May-24,209.65,213.1,209.5,213.03,211.92,2.25%,"7,154,320"
14-May-24,206.44,208.63,206.32,208.34,207.26,0.89%,"4,912,582"
13-May-24,207.05,207.22,205.86,206.51,205.44,0.47%,"3,290,994"
10-May-24,205.85,206.77,204.89,205.54,204.47,0.37%,"4,377,007"
9-May-24,204.51,204.94,203.76,204.78,203.72,-0.03%,"4,794,843"
8-May-24,203.53,205.06,203.48,204.84,203.78,0.28%,"3,587,971"
7-May-24,205.53,205.63,204.24,204.26,203.2,-0.33%,"5,010,510"
6-May-24,203.32,204.93,203.01,204.93,203.87,1.18%,"4,010,467"
3-May-24,202.39,203.23,201.67,202.55,201.5,2.79%,"6,658,247"
2-May-24,196.74,197.33,194.26,197.06,196.04,1.44%,"6,669,995"
1-May-24,195.22,198.5,194.22,194.26,193.25,-1.02%,"10,226,794"
30-Apr-24,200,200.81,196.21,196.27,195.25,-2.20%,"7,464,527"
29-Apr-24,200.86,201.16,199.52,200.69,199.65,0.43%,"3,747,423"
26-Apr-24,199.16,201.29,198.38,199.83,198.79,1.13%,"5,052,084"
25-Apr-24,195.56,197.97,194.69,197.6,196.57,-0.22%,"5,783,992"
24-Apr-24,198.59,199.41,196.94,198.03,197,0.46%,"4,580,082"
23-Apr-24,195.06,197.42,194.77,197.13,196.11,1.48%,"6,075,819"
22-Apr-24,194.01,195.42,192.08,194.25,193.24,0.89%,"6,646,721"
19-Apr-24,195.83,196.47,192.04,192.53,191.53,-2.06%,"10,939,988"
18-Apr-24,198.79,199.3,196.37,196.58,195.56,-1.14%,"7,640,363"
17-Apr-24,202.5,202.84,198.7,198.85,197.82,-1.44%,"6,545,189"
16-Apr-24,201.96,203.01,200.96,201.76,200.71,0.12%,"7,457,011"
15-Apr-24,206.68,206.81,201.21,201.52,200.47,-1.90%,"8,594,536"
12-Apr-24,206.31,207.28,204.66,205.42,204.35,-1.62%,"8,093,407"
11-Apr-24,205.62,209.14,204.63,208.8,207.72,2.00%,"5,281,803"
10-Apr-24,204.89,205.47,203.83,204.71,203.65,-1.23%,"6,918,377"
9-Apr-24,207.27,207.7,204.66,207.25,206.17,0.50%,"4,697,889"
8-Apr-24,206.58,207.26,205.45,206.21,205.14,-0.12%,"4,061,409"
5-Apr-24,205,207.5,204.43,206.45,205.38,1.15%,"6,401,607"
4-Apr-24,209.37,210.1,204,204.11,203.05,-1.58%,"8,193,235"
3-Apr-24,205.8,208.46,205.75,207.39,206.31,0.27%,"5,301,841"
2-Apr-24,206.53,207.14,205.16,206.84,205.77,-0.96%,"5,706,104"
1-Apr-24,208.71,210.07,208.09,208.85,207.77,0.28%,"5,845,780"
28-Mar-24,208.23,208.87,207.85,208.27,207.19,-0.22%,"4,427,155"
27-Mar-24,208.97,209.08,207.12,208.72,207.64,0.51%,"6,247,528"
26-Mar-24,209.27,209.61,207.49,207.66,206.58,-0.41%,"4,269,180"
25-Mar-24,207.92,209.41,207.32,208.52,207.44,-0.66%,"4,388,939"
22-Mar-24,209.85,210.68,209.1,209.91,208.82,0.03%,"5,753,478"
21-Mar-24,211.93,211.93,209.66,209.84,208.75,0.07%,"6,156,017"
20-Mar-24,207.53,209.76,206.8,209.69,208.6,1.12%,"6,678,708"
19-Mar-24,205.29,207.4,204.26,207.37,206.29,0.52%,"6,695,140"
18-Mar-24,207.09,208.42,206.14,206.3,205.23,0.33%,"7,088,283"
15-Mar-24,205.78,206.72,204.79,205.63,204.23,-1.51%,"9,816,680"
14-Mar-24,209.62,210.36,207.51,208.78,207.35,0.02%,"8,006,744"
13-Mar-24,210.38,210.5,207.87,208.74,207.32,-1.08%,"6,405,832"
12-Mar-24,208.77,211.04,206.79,211.02,209.58,2.05%,"8,686,005"
11-Mar-24,206.4,207.24,205.29,206.78,205.37,-0.27%,"7,804,889"
8-Mar-24,210.86,212.35,207.22,207.35,205.93,-1.49%,"7,456,050"
7-Mar-24,208.98,211.12,207.94,210.48,209.04,1.58%,"6,060,406"
6-Mar-24,207.73,208.77,205.82,207.21,205.8,0.79%,"7,151,594"
5-Mar-24,208.68,208.78,204.25,205.58,204.18,-2.46%,"9,021,443"
4-Mar-24,210.46,211.97,209.99,210.76,209.32,-,"10,221,914"
1-Mar-24,207.51,211.06,207.41,210.76,209.32,1.83%,"6,568,359"
29-Feb-24,205.79,207.47,204.64,206.98,205.57,1.11%,"5,993,373"
28-Feb-24,204.99,205.26,203.96,204.7,203.3,-0.47%,"4,164,540"
27-Feb-24,206.05,206.05,204.14,205.67,204.27,0.09%,"4,992,227"
26-Feb-24,206.19,206.7,205.28,205.49,204.09,0.10%,"9,124,442"
23-Feb-24,207.4,207.66,204.64,205.29,203.89,-0.23%,"6,161,970"
22-Feb-24,204.4,206.33,203.93,205.77,204.37,3.27%,"9,275,849"
21-Feb-24,198.57,199.25,197.07,199.25,197.89,-0.63%,"7,983,179"
20-Feb-24,201.38,202.1,198.5,200.51,199.14,-1.02%,"8,723,793"
16-Feb-24,205,205.41,202.3,202.57,201.19,-0.92%,"5,545,209"
15-Feb-24,205.15,205.35,203.31,204.45,203.05,-0.21%,"5,398,195"
14-Feb-24,204.27,205.04,202.83,204.88,203.48,1.05%,"5,895,840"
13-Feb-24,201.79,204.12,201.18,202.76,201.38,-1.70%,"9,729,671"
12-Feb-24,207.83,208.47,205.96,206.26,204.85,-0.76%,"5,376,616"
9-Feb-24,205.94,208.11,205.7,207.84,206.42,1.35%,"5,806,126"
8-Feb-24,204.79,205.63,204.54,205.08,203.68,0.31%,"4,974,094"
7-Feb-24,203.19,204.49,202.38,204.44,203.04,1.32%,"5,682,944"
6-Feb-24,202.92,203.27,200.47,201.77,200.39,-0.46%,"6,338,558"
5-Feb-24,203.06,203.28,200.8,202.7,201.32,0.23%,"5,043,254"
2-Feb-24,198.81,202.88,198.75,202.24,200.86,1.03%,"6,436,276"
1-Feb-24,198.47,200.45,198.34,200.17,198.8,1.26%,"7,151,744"
31-Jan-24,200,200.82,197.58,197.68,196.33,-2.10%,"8,147,604"
30-Jan-24,203.53,203.84,201.3,201.92,200.54,-0.83%,"6,125,754"
29-Jan-24,202,203.64,201.6,203.6,202.21,0.92%,"3,819,797"
26-Jan-24,202.67,203.57,201.29,201.75,200.37,-1.15%,"5,276,594"
25-Jan-24,205.12,206.15,203.16,204.1,202.71,0.42%,"8,535,747"
24-Jan-24,203.25,205.29,202.67,203.25,201.86,0.69%,"8,797,338"
23-Jan-24,201.24,201.99,200.07,201.86,200.48,0.40%,"6,631,913"
22-Jan-24,201.15,202.28,200.29,201.05,199.68,0.44%,"7,484,461"
19-Jan-24,196.94,200.21,196.51,200.17,198.8,2.31%,"9,166,572"
18-Jan-24,194.33,195.84,193.6,195.66,194.32,2.03%,"9,459,365"
17-Jan-24,191.29,192,189.69,191.77,190.46,-0.49%,"7,054,480"
16-Jan-24,192,193.53,190.89,192.72,191.4,0.25%,"5,887,802"
12-Jan-24,191.93,192.68,191.28,192.24,190.93,0.32%,"4,417,318"
11-Jan-24,191.59,192.55,188.93,191.62,190.31,0.51%,"6,648,510"
10-Jan-24,189.13,191.06,188.73,190.65,189.35,0.85%,"4,892,717"
9-Jan-24,187.29,189.58,186.89,189.04,187.75,0.16%,"5,316,949"
8-Jan-24,185.05,188.87,184.86,188.74,187.45,2.51%,"8,217,331"
5-Jan-24,184.38,185.71,183.42,184.12,182.86,-0.03%,"8,171,321"
4-Jan-24,184.39,185.67,183.99,184.17,182.91,-0.73%,"6,063,648"
3-Jan-24,185.73,186.75,185.2,185.53,184.26,-1.02%,"9,095,023"
